Training Loss,Val Loss,Val MAE,Val R2,Val Dimensional Accuracy
0.013393058051148711,0.0004214750998205223,0.01344756481605532,-0.01616610067880586,0.48445020362828584
0.0004491942401625049,0.0004213266988718135,0.01345947762254724,-0.015808316553271196,0.4829692706405035
0.0004333589588569802,0.000422476223649344,0.013517542552242032,-0.01857978180217934,0.4829692706405035
0.0004267683427727052,0.00041800801265020693,0.013356800493580597,-0.007807040310073399,0.4835246205109219
0.00042473062552195396,0.00041862560606119217,0.013384518114993148,-0.009296036933191809,0.4835246205109219
0.00042245062608996687,0.00041980138184728223,0.013435272763044072,-0.012130805740762085,0.4825990373935579
0.0004205605934812239,0.0004186951629983855,0.013393922543071233,-0.009463739841173213,0.4833395038874491
0.00041931262658524574,0.00041804927185007813,0.013372614857289133,-0.007906503051753555,0.48500555349870417
0.00041773300849940224,0.00041804971139226696,0.013378476073114577,-0.007907568390956632,0.4859311366160681
0.0004191501668757618,0.000418235988374103,0.01338688862258726,-0.008356689254159333,0.48407997038134026
0.00041791365940710266,0.0004186996585434845,0.013413967268723298,-0.009474576208851504,0.4864864864864865
0.00041865010637095866,0.00042145504833730773,0.013520389772497622,-0.016117750183159973,0.4833395038874491
0.0004202012942015536,0.0004294141348636192,0.013799363549530251,-0.03530689857538771,0.4825990373935579
0.0004232706269935731,0.0004247987309456291,0.013616416306313642,-0.02417929147892317,0.4831543872639763
0.00042016065825284285,0.0004238998585062357,0.013582933894494558,-0.02201212787135698,0.4829692706405035
0.00041684024307749425,0.0004144929831418954,0.013220012651474785,0.0006676307618199706,0.4859311366160681
0.000416388278643113,0.0004144082614496524,0.013221735895207878,0.0008718790901066642,0.48704183635690484
0.00041596243139587006,0.0004148797299478428,0.013246636663060175,-0.00026482524451765244,0.4857460199925953
0.0004160418822446548,0.0004150063797431732,0.013254393884049987,-0.0005701620581783917,0.4859311366160681
0.00041601571694009865,0.000414668995996862,0.013246682318705578,0.00024325138633218835,0.4863013698630137
0.00041531725102411757,0.00041530351895840354,0.013276946344809176,-0.0012865672193866917,0.4863013698630137
0.0004159813513567469,0.00041483432907140125,0.013248495850758395,-0.00015536407499627813,0.48500555349870417
0.00041574080895307423,0.000414927709643477,0.013266564910711043,-0.0003804823165711735,0.48537578674564974
0.0004151779526783118,0.00041710177081061604,0.013354994614326663,-0.005622102211637614,0.4848204368752314
0.0004159407271456659,0.00041509842072013226,0.013272863924973772,-0.0007920740542706195,0.4848204368752314
0.0004151070707110811,0.00041484164625495227,0.01327074303818581,-0.00017300551287458,0.484265087004813
0.000415230575149422,0.00041475202944065917,0.013262579517831182,0.00004305357344713823,0.4864864864864865
0.000415288293261942,0.00041519680062127197,0.013289642565844173,-0.0010292677875463063,0.48500555349870417
0.00041383889786303834,0.00041293603090017,0.01320752927519968,0.004421382731675916,0.4879674194742688
0.00041363409963076194,0.0004122323330686769,0.013200743024810953,0.006117988188208301,0.4924102184376157
0.00041285082343680223,0.0004126127576735629,0.013228689525556147,0.005200786007467539,0.4925953350610885
0.0004121099727339208,0.00041104827740983757,0.01318816904086058,0.00897271707093017,0.4968530174009626
0.00041350569016737246,0.0004115495992725648,0.013197262834457197,0.007764050905012643,0.49500185116623474
0.0004126249820368479,0.000414015852865773,0.01329400436294884,0.0018179727598184314,0.4914846353202518
0.0004128662305516147,0.00041351119511790423,0.013268093321943628,0.0030346810640409227,0.49166975194372453
0.0004121537833339491,0.0004114718597627292,0.013197938659606293,0.007951471739253257,0.4994446501295816
0.0004126256748315667,0.00041109553748336255,0.013194575515985251,0.008858770916977066,0.501666049611255
0.0004119948361959651,0.0004095518671049261,0.013189786964026996,0.01258052956083966,0.5001851166234728
0.0004116907418032291,0.00041488938106248765,0.013365554373272538,-0.0002880962025149092,0.4879674194742688
0.0004109053760366119,0.00040939387208551115,0.013256971189638736,0.012961436134642734,0.49777860051832656
0.0004097693513272734,0.00041029150326431463,0.013299447460506625,0.010797281518607704,0.49555720103665307
0.0004108301996756433,0.00041096131265380996,0.013306532828901672,0.009182393198826744,0.4953720844131803
0.000411901769971251,0.00041330503294660246,0.01333064221831566,0.0035317469306125338,0.49592743428359864
0.00041154220958079986,0.00041050295251654717,0.013225917796019587,0.010287485344076974,0.5
0.0004101652400936044,0.0004104321270790441,0.013256338680503868,0.010458252225314713,0.4970381340244354
0.00041037001155584804,0.00040790424641038667,0.013188720192613341,0.016552909284843098,0.5009255831173639
0.0004099146550151142,0.0004128241507977493,0.013382527297652108,0.004691146011044811,0.4883376527212144
0.0004104186515384222,0.00041101814942840956,0.01318726976171105,0.00904535568847209,0.5011106997408368
0.0004109762278017544,0.0004108709797085742,0.013290539496268253,0.00940018214615812,0.49463161791928917
0.0004085974489395805,0.000407770360213222,0.013210524064046278,0.01687570223000978,0.5018511662347279
0.0004099588691562256,0.0004123364755066966,0.013388726993245455,0.00586690196002293,0.4907441688263606
0.0004095321060306577,0.00041117754096835256,0.01341397645101952,0.008661048582407793,0.4911144020733062
0.000410211622538726,0.000426950995541898,0.013861214850414557,-0.0293683379339873,0.48722695298037766
0.0004137519288221638,0.0004078555418343429,0.013161466115343367,0.016670343126556353,0.4996297667530544
0.0004087591533222947,0.0004060153201682219,0.013219127000843073,0.02110704942968966,0.5011106997408368
0.00041036944533533523,0.00041003318965798454,0.013281184098716184,0.011420065829735204,0.4979637171417993
0.00041026484912024143,0.00041116142298473524,0.013339109595396548,0.00869992745429582,0.4972232506479082
0.0004088012726053833,0.00040854686810269533,0.01325896771245117,0.015003552351903204,0.49925953350610885
0.0004071312409305049,0.0004028639924904364,0.013098598892194469,0.028704827414139822,0.5103665309144761
0.00040524198108337343,0.0004051816656631106,0.013238851175839741,0.023116973447643185,0.5011106997408368
0.0004047300640624324,0.00040317609265847675,0.013235273088373321,0.02795235636374871,0.5049981488337653
0.00040516999516117757,0.0004075467804176488,0.013418553085456655,0.017414736950668752,0.493891151425398
0.00040449419179393136,0.00039783555620185473,0.013145755877004924,0.04082826654528415,0.5085153646797482
0.0003992895353288952,0.0004168790690865511,0.013725115143742386,-0.0050851579929012125,0.493891151425398
0.0004002046701333591,0.0003923300081058531,0.013055845937562413,0.054102007004354746,0.5111069974083673
0.00039343019355174137,0.0003886852621032571,0.013098550078767299,0.06288939512629488,0.5027767493520918
0.00039172788147313767,0.0003862246091710145,0.013011308465171427,0.06882197421735758,0.51129211403184
0.00038545700412008575,0.0003817996263466272,0.01288422470027068,0.07949050170786587,0.5385042576823399
0.0003907115354212572,0.0003881186578166421,0.013195871036141442,0.0642554478967281,0.5070344316919659
0.0003817279413748831,0.0003730707192712976,0.01280296219037515,0.1005356807287483,0.5457238059977786
0.00038278040068140607,0.00037538875999701166,0.013008473837230616,0.09494694556894312,0.518326545723806
0.00037694837113310813,0.0003779557383054111,0.012819632429479186,0.08875801365841407,0.537578674564976
0.0003771193605987135,0.00036803280968051465,0.012743152541200061,0.11268195531777969,0.5255460940392447
0.0003716563423606787,0.00036015142821570634,0.012633471677273168,0.131683775624293,0.5473898556090336
0.00036848816987157816,0.0003614826758990567,0.012643231063598053,0.12847415926873362,0.5362828582006665
0.0003612441107419864,0.0003542021858885709,0.012621748328668443,0.14602725161612307,0.5455386893743058
0.00036037075510391315,0.00035359792904659376,0.012522250086169468,0.1474841021575024,0.551462421325435
0.00035619377651425376,0.00035259331420199483,0.01261249608868713,0.14990618896751606,0.5529433543132173
0.0003530286129768323,0.00034261612698595426,0.01248679915864104,0.17396095003454204,0.5449833395038874
0.0003494258146603451,0.0003353408471645318,0.012434001286401266,0.19150145958843612,0.5422065901517956
0.00034258122152850946,0.0003354306402611893,0.012395392843899565,0.19128497278777112,0.5536838208071084
0.0003369041271139824,0.0003198827758887614,0.012314407416501997,0.22877048856904425,0.5522028878193261
0.00032306322670060664,0.00030667835666424974,0.01220085573837788,0.26060603827331796,0.5497963717141799
0.00033377060451970946,0.00032861396295450537,0.012362855781381415,0.2077198256957169,0.552388004442799
0.0003217701674005201,0.0003030880301481686,0.012143215585190064,0.2692622046868519,0.5540540540540541
0.00031821092440777475,0.00029621775786293087,0.012120468084984461,0.28582628001825283,0.5542391706775268
0.00031172794506518294,0.00031206019878342973,0.012276983278749565,0.24763055103114284,0.5520177711958534
0.0003249419353795809,0.00031741185205204494,0.012239286137833098,0.23472783157385624,0.5398000740466494
0.00031112636161368464,0.0002923934217232946,0.011992854078035055,0.29504665685472,0.5588670862643466
0.0003069517205970116,0.000281887169119132,0.011799317177882518,0.3203769630712463,0.5675675675675675
0.00028917332616950963,0.00027960959226458503,0.01180977484866178,0.3258681542734926,0.5725657164013328
0.0002906848690917338,0.00028589353700353247,0.011761889250538749,0.3107177091618859,0.5814513143280267
0.000291844493506876,0.0002740336796512771,0.011643657410574746,0.3393115460109223,0.5833024805627546
0.0002820717081189252,0.0002696583425417206,0.011558990163894275,0.3498603717914752,0.5873750462791558
0.0002839689611546247,0.00028217669509126095,0.011931645068397133,0.3196789352165771,0.5812661977045539
0.0002719544593348027,0.000263653876639124,0.011427518008662464,0.3643369937872827,0.5982969270640504
0.00026797185939426955,0.0002573051659749964,0.011300451924758953,0.37964358176692925,0.6071825249907442
0.0002668253605320988,0.0002578904986142235,0.011397130892172239,0.3782323547851226,0.5858941132913735
0.00025812113305602116,0.0002450445137178558,0.011003017998675686,0.4092037076955183,0.6288411699370603
0.00025267301893074784,0.0002454571025809828,0.011099145790786998,0.40820896395200124,0.6253239540910773
0.00025253626909205813,0.0002352896921903168,0.01097096140858458,0.4327223461550683,0.6182895223991114
0.00024165937614974232,0.00022140253635736438,0.01064620878276994,0.4662039326124401,0.6417993335801555
0.0002371816173660402,0.00021107689237345517,0.010520524061161152,0.4910988086582353,0.6467974824139208
0.00023291699670942694,0.00021671934796963405,0.010595497785933727,0.4774949878016411,0.6373565346168086
0.00022720910934401886,0.00021131278719466493,0.010490043524828614,0.4905300657551409,0.6467974824139208
0.00021645638899260447,0.000211166339305856,0.010595661141957372,0.49088315014023054,0.6458718992965569
