Training Loss,Val Loss,Val MAE,Val R2
0.01526959626270192,0.0024705066391062444,0.04399582181727832,-17.131382415687373
0.00342635770461389,0.0008214424223245341,0.02132391092571907,-5.028676904238594
0.00240729732571968,0.000497368781692992,0.018262940741946725,-2.6502566878045597
0.0013903577678969928,0.0003455598955515893,0.01288147141392214,-1.536110879144756
0.001223519876865404,0.00026309309073920716,0.010769445558903905,-0.9308757298306121
0.0009814964224850492,0.00020897126026883176,0.00914738741438321,-0.5336683632809716
0.0006956053797953895,0.0001954656202919645,0.009215703021121643,-0.43454873008830086
0.0006814716076145747,0.000177643171344066,0.008519718098847908,-0.3037473080437565
0.0005982548796704837,0.00016553254243898834,0.007901254726187667,-0.21486571873717408
0.0005409720096005392,0.0001537537104516419,0.00728397563997111,-0.12841932031487713
0.000522029960328447,0.00014524322632052821,0.006743952513642125,-0.06595966275592047
0.0004949733057791102,0.0001505290976076243,0.006950806511179884,-0.10475343818727412
0.00044908635235125464,0.00014352703649679396,0.006548629167898581,-0.053364439443614575
0.0004040848871227354,0.0001388834279486758,0.006520374038264277,-0.01928428130738946
0.00042447787044303756,0.00013325285941184444,0.006158938255668353,0.022039196181749765
0.00038757069601810405,0.00013246397299472454,0.006498066777537569,0.027829019408649347
0.00033964494442833323,0.00012580173294063718,0.005580540098121193,0.07672408738573622
0.0003009144316560456,0.00012557281155661657,0.005614458290837341,0.07840413941452917
0.00029677015845663846,0.00012930638911164691,0.006165698424314823,0.05100295542723765
0.0003045294600139771,0.00012733945831262726,0.005959289931177306,0.06543851208211393
0.0002546047014350604,0.0001206898060201372,0.005289721093519129,0.11424122578744356
0.00025281224640951095,0.00011648819450576737,0.005239461211684516,0.14507739666385133
0.00025034078446749063,0.00011854814233000927,0.005505801900668539,0.12995907780610116
0.00023450733195724233,0.00012060824916054442,0.00585839299606235,0.11483971288351935
0.0002377068282969828,0.00011932964489238745,0.005652198593541071,0.12422359837732455
0.00022830429744707153,0.0001185143556222471,0.005565112845676883,0.13020703741111472
0.00022436114626803568,0.00011907887658789542,0.0055831195748736705,0.12606396562937394
0.0002238227004584457,0.0001227266068345057,0.005981036013264845,0.09929281719257543
0.0002055801118591002,0.0001157558645212614,0.005586377015655361,0.15045200068041542
0.00020208092090407654,0.00011363594056432688,0.005222005628586966,0.16601048340920943
0.0001907893893076107,0.00011679527469971256,0.005322204716314327,0.1428236501983262
0.00017940493125934154,0.00011543870174299501,0.0053615279266671315,0.15277975144626088
0.00019595017822991525,0.00011246495942180083,0.005337481860192568,0.17460445035042216
0.00019661348570869968,0.00010962218208980512,0.005199569394827131,0.1954679746285637
0.00019597920306426073,0.00011452230221660035,0.005397178531753096,0.1595053343477021
0.00019030865223612636,0.00011734269929451611,0.0055685320422356206,0.13880604058430646
0.00016571117365466698,0.00011370777532484807,0.0055236888375527005,0.16548318977104925
0.0001619418554972591,0.00011848059115643666,0.005998631814358438,0.13045488972951258
0.00016111631079443863,0.0001117267704576375,0.005338994667835049,0.18002213836655656
0.00017334558236013566,0.00011219254922504135,0.005224375974205209,0.17660369701967205
0.00016123048720016544,0.00010980739792036574,0.005087491757107702,0.194108637471456
0.0001639937815655555,0.00010881815907806612,0.005098894613272533,0.20136882020950475
0.00014739847808544124,0.00010927207140929664,0.005142483023578316,0.19803747456208154
0.00016267260070890188,0.00010942462682667211,0.005112054223967035,0.19691789289099415
0.0001482527389141199,0.00011160146699162064,0.0051873961673686055,0.1809416836225194
0.00014036984690132419,0.00011205908296273916,0.005122782680493727,0.17758321418875966
0.00015787547870006944,0.0001118530819099775,0.005312006966952931,0.17909512629116997
0.00013753000010703026,0.00010753887666699787,0.0050091365952332455,0.21075764746018455
0.00013732819414664327,0.00010802613216834673,0.005096050785718168,0.2071815970422276
0.0001284127522792135,0.000108922115830909,0.005242707612886419,0.20060584575468743
0.00012210080707778355,0.00010616314936735917,0.005074649840987068,0.22085431001493838
0.00012557699353367622,0.00010539243072063125,0.005059392687417869,0.22651067118992585
0.00013204713156613122,0.00010564893993314326,0.005085013212439248,0.22462819466672423
0.0001279021318103852,0.00010846687489798731,0.005314834038272682,0.2039469165141673
0.0001256530127388292,0.00010634874662373034,0.005062810361112763,0.219492184910424
0.00011692967901970925,0.00010707699473686062,0.005106328006046332,0.21414742090201455
0.00011852380183492122,0.00010734611229660611,0.005185852398929315,0.21217237164634806
0.00011760370606290442,0.0001107671822665441,0.005791429027051824,0.18706470136377784
0.00011261378988690143,0.00010398430091980088,0.004919628184894479,0.23684512132487234
0.00012702175237271667,0.00010323802251046962,0.004789355752338481,0.24232219261588306
0.00011539025477499567,0.00010546089866486325,0.004806912432205144,0.2260082000458794
0.00011343398780029799,0.00010422454061785456,0.004742232382267229,0.23508201080644098
0.0001064350747453448,0.00010164480441537633,0.0047499331781958665,0.2540150517633897
0.00011287673260085285,0.00010081630176959211,0.004681841527089113,0.26009551769160366
0.00011372254188505135,0.00010072440536015069,0.004614801437601569,0.2607698829249613
0.00011984087905148044,0.00010164930261349744,0.00465389838199911,0.25398205434747445
0.00010184047485901309,0.00010119984080216173,0.0045649131676712175,0.2572806460254329
0.00010693608471358727,0.0001011126212363048,0.004723825008320675,0.2579207978073479
0.00010791673308371433,0.00010403448089245495,0.004999631017302655,0.23647687645919013
0.0001009884914050677,0.00010318078663355361,0.004926834385122771,0.24274218133897185
0.00009723651809118954,0.0001019533642906529,0.005168437807275573,0.25175050138989497
0.0001011494584547888,0.00010120476100582448,0.00489973873600394,0.2572445692430505
0.00009216283381517445,0.00009973881076699561,0.0046310432007294,0.26800334781683943
0.0001108134924184664,0.0001009918309935573,0.0046758528929430904,0.25880725509639546
0.00009729964949656278,0.0001003224437212102,0.004826627021496434,0.26371999931443213
0.00009790696536323853,0.00009758498936577329,0.004804136876085001,0.2838105776500275
0.00009412706588461463,0.00009590880902733927,0.0044478348397642255,0.2961122526502983
0.00010281878868616852,0.00009613122333908772,0.004722602673942541,0.29447993495933256
0.0000927877751694593,0.00009778940993857123,0.0047787817325670185,0.282310334394395
0.00010157212714797684,0.00009706729681825462,0.0045759979099777295,0.2876099556039322
0.00008686869425998469,0.00009451587935266032,0.00456653396898078,0.30633519987086066
0.00008856002075065459,0.00009604199903986864,0.004607093453263425,0.29513478070784294
0.00009415583398159859,0.00009491982395624423,0.004582490083928091,0.3033705636322088
0.00009055795297691864,0.00009259692799277241,0.004506009321364506,0.32041861838677066
0.00008102740788932092,0.00009543897808393145,0.004458030898737289,0.2995604602868528
0.00009423523650704218,0.00009536500714957805,0.004741667187772691,0.3001033685012694
0.0000874593564991041,0.0000940137709598852,0.004972677880413528,0.31002018541813614
0.0000950451472557948,0.00009466800353645037,0.004558804514060721,0.3052187016193798
0.0000885873128676654,0.00009400253818271969,0.004464289060854391,0.31010264408245747
0.00008748926692143349,0.00009173237658541165,0.004166111649142775,0.32676367786983385
0.00008969401720345818,0.00009101491434001781,0.004151152988244605,0.33202922976566673
0.00007978911474180807,0.00008997133645755277,0.004385787994615976,0.33968813211277515
0.00008329404642738934,0.00008986918863791185,0.00418154095352544,0.3404378797952612
0.00008563354588529495,0.0000912317748482498,0.0042056640405662175,0.3304376555177696
