Epochs,Normal Epoch Times,PAI Epoch Times
0,74.38476920127869,
1,115.78445076942444,
2,163.4767451286316,
3,250.06232714653015,
4,335.2113080024719,
5,334.9487359523773,
6,334.07977390289307,
7,343.9273352622986,
8,340.9127359390259,
9,340.27494502067566,
10,342.9529058933258,
11,334.3639359474182,
12,329.33854508399963,
13,329.81866908073425,
14,329.98436307907104,
15,331.21945095062256,
16,330.72000217437744,
0,,274.7906939983368
1,,328.76979398727417
2,,390.55728936195374
