Epochs,Normal Epoch Times,PAI Epoch Times
0,118.83983898162842,
1,419.56797218322754,
2,677.309858083725,
3,135.68167090415955,
4,136.63571882247925,
5,137.16418719291687,
6,114.63953804969788,
7,114.47956895828247,
8,121.14222693443298,
9,138.06101298332214,
10,136.2849600315094,
11,137.53111004829407,
12,137.92037892341614,
13,141.92828392982483,
14,143.98514986038208,
