Epochs,Normal Epoch Times,PAI Epoch Times
0,74.38476920127869,
1,115.78445076942444,
2,163.4767451286316,
3,250.06232714653015,
4,256.1445150375366,
5,244.3081018924713,
6,249.5079300403595,
7,254.7151279449463,
8,258.37136793136597,
9,264.31524109840393,
10,257.28320598602295,
11,252.26018977165222,
12,254.68379998207092,
13,249.35490489006042,
0,,274.7906939983368
1,,328.76979398727417
