Epochs,Normal Epoch Times,PAI Epoch Times
0,118.83983898162842,
1,419.56797218322754,
2,677.309858083725,
3,135.68167090415955,
4,136.63571882247925,
5,287.8254210948944,
6,286.8079631328583,
7,288.3340017795563,
8,287.64205288887024,
9,286.6240711212158,
10,288.66886019706726,
11,4633.883971214294,
12,1472.6773118972778,
13,303.6511149406433,
14,287.87187361717224,
15,312.15744733810425,
16,371.5058560371399,
0,,421.77517080307007
1,,421.4844899177551
2,,426.5863239765167
3,,425.6668863296509
